order,ObjectID,ObjectName,CollectionID,Collection,DateBeginYear,DateEndYear,DateText,Title,Classification,Creator,PrimaryImage
697,8672,drawings (visual works),7,18th and 19th Century Art,1838,1889,19th century,Peasant Family,Painting & Drawing,"Christian Eduard B\xc3\xb6ttcher (German, 1818-1889)",http://static.thewalters.org/images/PL7_37.1260_Fnt_BW_V82.jpg
698,8687,panel paintings; fragments,12,Medieval Art,1415,1419,1415-1419,Madonna and Child with Angels,Painting & Drawing,"Olivuccio di Ciccarello da Camerino (Italian, ca. 1365-1439)",http://static.thewalters.org/images/PL7_37.1041_Fnt_NF_H43.jpg
699,8722,color woodcuts; reproductions,1,East Asian Art,1779,1841,ca. 1791-1841,Reproduction: Tosei sanjuni so,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.2_Fnt_DD_JP09 .jpg
700,8726,watercolors (paintings),7,18th and 19th Century Art,1879,1879,1879,Tintagel on the Cornish Coast,Painting & Drawing,"William Trost Richards (American, 1833-1905)",http://static.thewalters.org/images/PS1_37.2642_Fnt_DD_T11_BefTrt.jpg
701,8736,oil paintings (visual works); portraits,7,18th and 19th Century Art,1873,1873,1873,Portrait of a Lady (the Artist's Daughter),Painting & Drawing,"George Augustus Baker (American, 1821-1880)",http://static.thewalters.org/images/PS1_37.73_AT_DD_T14.jpg
702,8754,paintings,7,18th and 19th Century Art,1860,1860,1860,Princess Kotschoubey,Painting & Drawing,"Franz Xaver Winterhalter (German, 1805-1873)",http://static.thewalters.org/images/PS1_37.2396_Fnt_DD_15-tms.jpg
703,8765,color woodcuts,1,East Asian Art,1852,1852,1852,Interior Scene by a Hibachi,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.482_Fnt_DD_JP09.jpg
704,8769,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.22_Fnt_DD_JP09.jpg
705,8770,oil paintings (visual works),7,18th and 19th Century Art,1801,1900,19th century,"Grand Canal, Venice",Painting & Drawing,"Style of Joseph Mallord William Turner (English, 1775-1851)",http://static.thewalters.org/images/PL2_37.132_Fnt_BW_T89.jpg
706,8783,paintings,8,Renaissance and Baroque Art,1658,1696,ca. 1670-1684,The Sacrificial Lamb,Painting & Drawing,"Josefa de Ayala (Portuguese, ca. 1630-1684)",http://static.thewalters.org/images/PL1_37.1193_Fnt_TR_T96III.jpg
707,8801,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,Rose and Grasses,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1530_Fnt_DD_T06.jpg
708,8803,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,Country Lane with Peasant,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1511_Fnt_DD_T12.jpg
709,8806,icons,12,Medieval Art,1700,1799,18th century,Transfiguration of Christ,Painting & Drawing,Greek,http://static.thewalters.org/images/PL7_37.1081_Fnt_BW.jpg
710,8813,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,The Bullets and the Gout,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2519.3_Fnt_DD_KI13.jpg
711,8825,watercolors (paintings),11,Islamic Art,1801,1900,19th century,Figure on Horseback with Figure with Mace Behind Him,Painting & Drawing,Mohammed ibn Mahud al-Ghazi al-Qayrawani (?),http://static.thewalters.org/images/PL2_36.2_Fnt_BW_H71.jpg
712,8830,oil paintings (visual works),8,Renaissance and Baroque Art,1720,1780,1720-1780,Landscape with Figures in a Storm,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL9_37.353_Fnt_SL_X74.jpg
713,8837,oil paintings (visual works); tondi,8,Renaissance and Baroque Art,1591,1666,1591-1666,Rest on the Flight into Egypt with a Music-making Angel,Painting & Drawing,"Workshop of Guercino (Italian, 1591-1666)",http://static.thewalters.org/images/PL7_37.1893_Fnt_BW.jpg
714,8845,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Stream with a Fallen Tree,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2686_Fnt_DD_KI13.jpg
715,8853,drawings (visual works),7,18th and 19th Century Art,1800,1875,19th century,Sketch of Elk with Measurements and Antlers,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/ARG_37.2249_Fnt_UK.jpg
716,8867,color woodcuts,1,East Asian Art,1840,1864,ca. 1852,Dai Nihon rokuju yo kyo no uchi,Prints,"Kunikazu (Japanese, active 1849-1867)",http://static.thewalters.org/images/PS3_95.97_Fnt_DD_JP09.jpg
717,8871,watercolors (paintings),7,18th and 19th Century Art,1862,1862,1862,Fishing Boats,Painting & Drawing,"Eug\xc3\xa8ne Isabey (French, 1803-1886)",http://static.thewalters.org/images/PL1_37.888_Fnt_TR_T02IV.jpg
718,8872,paintings; tangkas; tankas; thangkas; thankas,65,South and Southeast Asian Art,1400,1499,15th century,Six-Armed Mahakala with Retinue and Monastic Lineage,Painting & Drawing,Tibetan,http://static.thewalters.org/images/PS1_F.118_Fnt_DD_T16-tms.jpg
719,8890,banners; paintings,65,South and Southeast Asian Art,1880,1910,1880-1910,The Buddha with his disciples Sariputta and Moggalana,Painting & Drawing,Thai,http://static.thewalters.org/images/PS1_35.186_Top_DD_T12.jpg
720,8892,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Woman Lifting Infant to Cell Window,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2707_Fnt_DD_KI13.jpg
721,8904,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.279_Fnt_DD_JP091.jpg
722,8922,paintings; fans \r\n,1,East Asian Art,1698,1722,ca. 1710-1722,Spring Landscape,Painting & Drawing,"He Yi (Chinese, active 1702-1728)",http://static.thewalters.org/images/PL2_35.297_Fnt_BW_T03.jpg
723,8929,paintings,7,18th and 19th Century Art,1688,1712,ca. 1700,Apollo Pierced by the Arrows of Two Amorini,Painting & Drawing,"Nicolas Bertin (French, 1668-1736)",http://static.thewalters.org/images/PL2_37.863_Fnt_BW_H46.jpg
724,8937,woodblock prints,1,East Asian Art,1809,1837,ca. 1821-1837,Nakamura Utaemon III as the Retainer Yakawa Tsumabei,Prints,"Shigeharu (Japanese, 1803-1853)",http://static.thewalters.org/images/PS3_95.82_Fnt_DD_JP09.jpg
725,8951,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Coast Scene,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2727_Fnt_DD_KI13.jpg
726,8953,watercolors (paintings),7,18th and 19th Century Art,1864,1864,1864,The Second Class Carriage,Painting & Drawing,"Honor\xc3\xa9 Daumier (French, 1808-1879)",http://static.thewalters.org/images/PL1_37.1224_Fnt_TR_T92IV.jpg
727,8986,panel paintings,8,Renaissance and Baroque Art,1456,1480,ca. 1468,The Departure of Helen and her Entourage for Cythera,Painting & Drawing,"Dario di Giovanni (Italian, ca. 1420 - before 1498)",http://static.thewalters.org/images/PS1_37.1178_ATFnt_DD_T13.jpg
728,9003,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,Flowering Chrysanthemum,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1518_Fnt_DD_T12.jpg
729,9004,watercolors (paintings),7,18th and 19th Century Art,1834,1905,1834-1905,Brittany Interior,Painting & Drawing,"George Henry Boughton (American, 1833-1905)",http://static.thewalters.org/images/PS3_37.956_Fnt_DD_KI13.jpg
730,9008,prints; engravings,7,18th and 19th Century Art,1851,1853,"engraved 1851, issued 1853",Mexican News,Prints,Alfred Jones (1819-1900),http://static.thewalters.org/images/PS1_93.142_Fnt_DD_T09.jpg
731,9010,color woodcuts,1,East Asian Art,1839,1863,ca. 1851-1853,Game Picture,Prints,Yoshikane (Japanese),http://static.thewalters.org/images/PS3_95.684_Fnt_DD_JP09.jpg
732,9018,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1650,1659,1650-1659,Ecce Homo,Painting & Drawing,"Luca Giordano (Italian, 1634-1705)",http://static.thewalters.org/images/PL1_37.243_Fnt_TR_T86III.jpg
733,9022,paintings,7,18th and 19th Century Art,1814,1838,ca. 1826,Ira Aldridge in the role of Shakespeare's Othello,Painting & Drawing,"William Mulready (Irish, 1786-1863)",http://static.thewalters.org/images/PL1_37.2629_Fnt_TR_T96III.jpg
734,9053,color woodcuts,1,East Asian Art,1854,1854,1854,Nyobo Osato jitsu Yanagi no sei,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.132_Fnt_DD_JP09.jpg
735,9061,emakimono; handscrolls,1,East Asian Art,1650,1699,2nd half 17th century,Spring Morning in the Han Palace,Painting & Drawing,"Copy after Qiu Ying (Chinese, 1494-1552)",http://static.thewalters.org/images/PS1_35.48_VwA_DD_T08.jpg
736,9067,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1863,1901,after 1863,Italian Girl,Painting & Drawing,"Charles Fran\xc3\xa7ois Jalabert (French, 1819-1901)",http://static.thewalters.org/images/PL1_37.91_Fnt_TR_T02II.jpg
737,9071,paintings,8,Renaissance and Baroque Art,1618,1642,ca. 1630,Saint Gregory the Great,Painting & Drawing,"Jacopo Vignali (Italian, 1592-1664)",http://static.thewalters.org/images/PS1_37.2530_Fnt_DD_T12.jpg
738,9076,color woodcuts,1,East Asian Art,1810,1864,1810-1864,Hyaku yu komei den,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PS3_95.709_Fnt_DD_JP09.jpg
739,9080,paintings,7,18th and 19th Century Art,1800,1899,19th century,Profile Head of a Young Woman,Painting & Drawing,"Leopold Carl M\xc3\xbcller (Austrian, 1834-1892)",http://static.thewalters.org/images/PS1_37.1013_Fnt_DD_T14.jpg
740,9083,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Head of a Horse,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2681_Fnt_DD_KI13.jpg
741,9087,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,"""Big Bowl"" (A Crow Chief)",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.15_Fnt_DD_KI13.jpg
742,9091,color woodcuts,1,East Asian Art,1864,1864,1864,Chushin gishi meimei den,Prints,"Yoshitora (Japanese, active ca. 1850-1880)",http://static.thewalters.org/images/PS3_95.807_Fnt_DD_JP09.jpg
743,9114,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,An Indian Girl (Sioux) on Horseback,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.72_Fnt_DD_KI13.jpg
744,9119,woodblock prints,1,East Asian Art,1839,1863,ca. 1851-53,Honen [ ] no tewaza,Prints,"Utagawa Shunsho (Japanese, 1830-1854)",http://static.thewalters.org/images/PS3_95.680_Fnt_DD_JP09.jpg
745,9120,icons,12,Medieval Art,1338,1390,ca. 1350-1375,Resurrection of Christ,Painting & Drawing,Greek,http://static.thewalters.org/images/PL1_37.751_Fnt_TR_T85.jpg
746,9129,paintings,7,18th and 19th Century Art,1801,1900,19th century,"Block Island, RI",Painting & Drawing,"Charles Lanman (American, 1819\xe2\x80\x931895)",http://static.thewalters.org/images/PS1_37.2459_Fnt_DD_T11.jpg
747,9134,drawings (visual works),7,18th and 19th Century Art,1848,1872,ca. 1860,Throwing Snowballs,Painting & Drawing,"Andr\xc3\xa9-Henri Dargelas (French, 1828-1906)",http://static.thewalters.org/images/PL2_37.1639_Fnt_BW_T83.jpg
748,9159,paintings; portraits,8,Renaissance and Baroque Art,1638,1662,ca. 1650,Mary Magdalene,Painting & Drawing,"Jan Boeckhorst (Flemish, 1605-1668) (?)",http://static.thewalters.org/images/PL1_37.372_Fnt_TR_T04III.jpg
749,9194,drawings (visual works),7,18th and 19th Century Art,1821,1882,1821-1882,Woman Kneeling in Prayer in a Cemetery,Painting & Drawing,"Th\xc3\xa9ophile-Emmanuel Duverger (French, 1821-after 1882)",http://static.thewalters.org/images/ARG_37.1329_Fnt_UK.jpg
750,9202,bowls (vessels); liturgical plates; liturgical objects,12,Medieval Art,1250,1300,1250-1300,Gemellion with Kneeling Knight,Mosaics & Cosmati,French,http://static.thewalters.org/images/PS1_44.74_3Qtr_DD_T11.jpg
751,9206,watercolors (paintings),7,18th and 19th Century Art,1848,1872,ca. 1860,Arab at Prayer,Painting & Drawing,"Charles Th\xc3\xa9odore Fr\xc3\xa8re (French, 1814-1888)",http://static.thewalters.org/images/PL7_37.1289_Fnt_TR_T99III.jpg
752,9207,color woodcuts,1,East Asian Art,1837,1861,ca. 1849-1853,Two Sumo Wrestlers: Hoku and Juhatsu,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.476_Fnt_DD_JP09.jpg
753,9211,drawings (visual works),7,18th and 19th Century Art,1850,1874,ca. 1862,Spanish Woman,Painting & Drawing,"Eastman Johnson (American, 1824-1906)",http://static.thewalters.org/images/PS1_37.987_Fnt_DD_T13.jpg
754,9220,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Two Figures Outside a Cottage,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2723_Fnt_DD_KI13.jpg
755,9230,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.10A_Fnt_DD_T09.jpg
756,9231,albums (books); folios (leaves); paintings,1,East Asian Art,1851,1851,1851,Leaf from Album Depicting the Sixteen Lohans (Arhats),Painting & Drawing,Shodo-sho (Japanese),http://static.thewalters.org/images/PS3_35.167.12_Fnt_DD_T09.jpg
757,9246,prints,7,18th and 19th Century Art,1911,1911,1911,Young Diana,Prints,"After William Jacob Baer (American, 1860-1941)",http://static.thewalters.org/images/PS3_93.58_Fnt_DD_KI13.jpg
758,9265,color woodcuts,1,East Asian Art,1789,1813,ca. 1801,[Untitled Tokaido series],Prints,"Hokusai Katsushika (Japanese, 1760-1849)",http://static.thewalters.org/images/PS3_95.146_Fnt_DD_JP09.jpg
759,9300,paintings,7,18th and 19th Century Art,1890,1890,1890,The House of M. Lucas,Painting & Drawing,"Hippolyte Camille Delpy (French, 1842-1910)",http://static.thewalters.org/images/PS1_37.1157_Fnt_DD_T08.jpg
760,9314,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,"Johnson Addressing Two Men from Window (from James Boswell, Life of Samuel Johnson, 1791)",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2712_Fnt_DD_KI13.jpg
761,9323,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Boy Wading into Water,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2693_Fnt_DD_KI13.jpg
762,9342,oil paintings (visual works),7,18th and 19th Century Art,1711,1735,ca. 1723,Portrait of the Infanta Maria Ana Victoria de Borb\xc3\xb3n,Painting & Drawing,French,http://static.thewalters.org/images/PL2_37.865_Fnt_BW_H45.jpg
763,9343,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.18_Fnt_DD_JP09.jpg
764,9349,color woodcuts,1,East Asian Art,1850,1880,1850-1880,Kakyo imayo sugata,Prints,"Yoshitora (Japanese, active ca. 1850-1880)",http://static.thewalters.org/images/PS3_95.400_Fnt_DD_JP091.jpg
765,9356,drawings (visual works),7,18th and 19th Century Art,1902,1902,1902,Margot (Lefebvre) in Blue,Painting & Drawing,"Mary Cassatt (American, 1844-1926)",http://static.thewalters.org/images/PS1_37.303_Fnt_DD_T06.jpg
766,9369,woodblock prints,1,East Asian Art,1848,1872,ca. 1860,The Actor Arashi Rikan III as Token Jubei,Prints,"Kunikazu (Japanese, active 1849-1867)",http://static.thewalters.org/images/PS3_95.94_Fnt_DD_JP09.jpg
767,9373,watercolors (paintings),7,18th and 19th Century Art,1842,1892,ca. 1867,Study for Saint Sebastian,Painting & Drawing,"Jean-Baptiste-Camille Corot (French, 1796-1875)",http://static.thewalters.org/images/PL7_37.1286_Fnt_TR_T02.jpg
768,9376,oil paintings (visual works); portraits,7,18th and 19th Century Art,1812,1868,1812-1868,Portrait of an Unknown Man,Painting & Drawing,"Charles Loring Elliott (American, 1812-1868)",http://static.thewalters.org/images/PL7_37.94_Fnt_SL.jpg
769,9406,paintings,7,18th and 19th Century Art,1728,1752,ca. 1740,"Portrait of Maria Theresa, Archduchess of Austria, Queen of Hungary and Bohemia",Painting & Drawing,Austrian (?),http://static.thewalters.org/images/PL2_37.1923_Fnt_BW_H76.jpg
770,9408,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1550,1575,1550-1575,Madonna and Child with Saints,Painting & Drawing,"Biagio Pupini (Italian,  active 1511-1551)",http://static.thewalters.org/images/PL7_37.494_Fnt_BW.jpg
771,9417,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1856,1857,1856-1857,News from Home,Painting & Drawing,"John Everett Millais (English, 1829-1896)",http://static.thewalters.org/images/PL1_37.85_Fnt_TR_C79II.jpg
772,9422,paintings,8,Renaissance and Baroque Art,1501,1600,16th century,Mystic Marriage of Saint Catherine,Painting & Drawing,"Copy after Lucas Cranach the elder (German, 1472-1553)",http://static.thewalters.org/images/PS1_37.998_Fnt_DD_T17-tms.jpg
773,9424,kakemono; scroll paintings,1,East Asian Art,1601,1700,17th century,Mountain Landscape with Scholar in a Pavilion and Two Figures Approaching,Painting & Drawing,"Sheng Mou (Chinese, 1313-1362) (?)",http://static.thewalters.org/images/PS1_35.59_Fnt_DD_T11.jpg
774,9429,oil paintings (visual works),1,East Asian Art,1800,1850,1800-1850,View of the Theater in Canton (?),Painting & Drawing,Chinese,http://static.thewalters.org/images/PL2_35.112_Fnt_BW_C82.jpg
775,9431,kakemono; scroll paintings,1,East Asian Art,1601,1700,17th century,Lakeside Pavilion,Painting & Drawing,Yun-lin Chu-shih (Chinese),http://static.thewalters.org/images/PS1_35.17_Fnt_DD_T09.jpg
776,9432,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.1A_Fnt_DD_T09.jpg
777,9433,drawings (visual works),7,18th and 19th Century Art,1824,1888,1824-1888,"Farmer with Horse, Dog and Pigeons",Painting & Drawing,"Felix Octavius Carr Darley (American, 1822-1888)",http://static.thewalters.org/images/PS3_37.1953_Fnt_DD_KI13.jpg
778,9437,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Virginia Scenery,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2698_Fnt_DD_KI13.jpg
